,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11
Dates,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO
12/11/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.124,#N/A N/A,318.5714,#N/A N/A,33.1651,8506.681,119940820,1.4509,-4.1208,5.7354,#N/A N/A,0.906,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,279.024,2543730,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,904.96,#N/A N/A,20.1631,#N/A N/A,#N/A N/A,8197409.47,1349733978,5.53,2.53,#N/A N/A,1.4161
12/12/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.098,#N/A N/A,316.8571,#N/A N/A,33.1651,8460.9051,77357840,1.4588,-4.1208,5.7354,#N/A N/A,0.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,276.59,1396500,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,901.58,#N/A N/A,19.8969,#N/A N/A,#N/A N/A,8087733.13,1354046868,5.61,2.53,#N/A N/A,1.3986
12/13/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.112,#N/A N/A,321.5714,#N/A N/A,33.1651,8586.7887,99517000,1.4374,-4.1208,5.7354,#N/A N/A,0.899,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,283.0069,2102800,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,889.48,#N/A N/A,20.3625,#N/A N/A,#N/A N/A,8277242.87,1378931614,5.48,2.53,#N/A N/A,1.4282
12/16/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.116,#N/A N/A,320.8571,#N/A N/A,33.1651,8567.7155,69200320,1.4406,-4.1208,5.7354,#N/A N/A,0.914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,280.7942,1680280,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,910.4,#N/A N/A,20.1954,#N/A N/A,#N/A N/A,8209626.21,1326787613,5.53,2.53,#N/A N/A,1.4252
12/17/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.113,#N/A N/A,315.7143,#N/A N/A,33.1651,8430.3879,79956260,1.464,-4.1208,5.7354,#N/A N/A,0.896,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,243.3771,13394780,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,902.99,#N/A N/A,19.9333,#N/A N/A,#N/A N/A,8101502.78,1500539763,5.6,2.53,#N/A N/A,1.407
12/18/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.082,#N/A N/A,309.8571,#N/A N/A,33.1651,8273.987,118541940,1.4917,-4.1208,5.7354,#N/A N/A,0.771,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,238.9738,3783080,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,890.02,#N/A N/A,19.7781,#N/A N/A,#N/A N/A,8038738.43,1593592836,5.64,2.53,#N/A N/A,1.397
12/19/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.09,#N/A N/A,313.2857,#N/A N/A,33.1651,8365.5387,98916140,1.4754,-4.1208,5.7354,#N/A N/A,0.764,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,236.761,4386200,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,884.25,#N/A N/A,20.0381,#N/A N/A,#N/A N/A,8142778.66,2116402438,5.57,2.53,#N/A N/A,1.4117
12/20/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.089,#N/A N/A,317.7143,#N/A N/A,33.1651,8483.7931,88678320,1.4548,-4.1208,5.7354,#N/A N/A,0.739,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,226.8038,3312834,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,895.74,#N/A N/A,20.0787,#N/A N/A,#N/A N/A,8155676.34,1117652909,5.57,2.5,#N/A N/A,1.4121
12/23/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.109,#N/A N/A,312.5714,#N/A N/A,33.1651,8346.4655,47035920,1.4788,-4.1208,5.7354,#N/A N/A,0.729,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,219.0593,4897802,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,897.38,#N/A N/A,19.9693,#N/A N/A,#N/A N/A,8111305.91,494724640,5.6,2.5,#N/A N/A,1.4051
12/24/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.109,#N/A N/A,312.5714,#N/A N/A,33.1651,8346.4655,47035920,1.4788,-4.1208,5.7354,#N/A N/A,0.729,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,219.0593,4897802,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,897.38,#N/A N/A,19.9693,#N/A N/A,#N/A N/A,8111305.91,494724640,5.6,2.5,#N/A N/A,1.4051
12/25/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.08,#N/A N/A,290,#N/A N/A,33.1651,7743.75,284323540,1.5939,-4.1208,5.7354,#N/A N/A,0.702,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,215.7402,2124962,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,892.47,#N/A N/A,19.9051,#N/A N/A,#N/A N/A,8085334.29,766831664,5.62,2.5,#N/A N/A,1.3995
12/26/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.999,#N/A N/A,269.4286,#N/A N/A,33.1651,7194.4396,440144900,1.7155,-4.1208,5.7354,#N/A N/A,0.693,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,213.97,4593792,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,889.66,#N/A N/A,19.5864,#N/A N/A,#N/A N/A,7955910.56,776100791,5.73,2.51,#N/A N/A,1.3773
12/27/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.943,#N/A N/A,275,#N/A N/A,33.1651,7343.2112,166677820,1.6808,-4.1208,5.7354,#N/A N/A,0.704,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,221.0507,5258372,#N/A N/A,-6.9971,15.3176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,875.4,#N/A N/A,19.6641,#N/A N/A,#N/A N/A,7991980.69,1062593171,5.62,2.49,#N/A N/A,1.4033
12/30/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.963,#N/A N/A,111.1176,#N/A N/A,28.1068,7205.8836,111166280,1.7705,0.1856,6.0297,#N/A N/A,0.713,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,243.6205,11371416,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,879.39,#N/A N/A,19.4592,#N/A N/A,#N/A N/A,7996047.54,1082586981,5.17,1.93,#N/A N/A,1.4055
12/31/02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.963,#N/A N/A,111.1176,#N/A N/A,28.1068,7205.8836,111166280,1.7705,0.1856,6.0297,#N/A N/A,0.713,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,243.6205,11371416,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,879.39,#N/A N/A,19.4592,#N/A N/A,#N/A N/A,7996047.54,1082586981,5.17,1.93,#N/A N/A,1.4055
1/1/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.96,#N/A N/A,115.1176,#N/A N/A,28.1068,7465.2801,130602920,1.709,0.1856,6.0297,#N/A N/A,0.846,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,253.3564,8411816,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,879.82,#N/A N/A,20.1014,#N/A N/A,#N/A N/A,8261607.42,1358954921,5,1.93,#N/A N/A,1.4215
1/2/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.98,#N/A N/A,120.7059,#N/A N/A,28.1068,7827.6724,175810180,1.6299,0.1856,6.0297,#N/A N/A,0.85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,239.4163,3249442,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,909.03,#N/A N/A,20.088,#N/A N/A,#N/A N/A,8258949.3,1238530469,5.01,1.93,#N/A N/A,1.42
1/3/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.02,#N/A N/A,121.7647,#N/A N/A,28.1068,7896.3362,154606520,1.6157,0.1856,6.0297,#N/A N/A,0.786,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,245.6119,3012002,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,908.59,#N/A N/A,20.5444,#N/A N/A,#N/A N/A,8444710.19,1553023221,4.89,1.93,#N/A N/A,1.4417
1/6/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.041,#N/A N/A,126.7647,#N/A N/A,28.1068,8220.5819,192381300,1.552,0.1856,6.0297,#N/A N/A,0.771,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,242.7354,1940806,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,929.01,#N/A N/A,20.4124,#N/A N/A,#N/A N/A,8388882,1788957055,4.93,1.93,#N/A N/A,1.4325
1/7/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.072,#N/A N/A,123.6471,#N/A N/A,28.1068,8018.4051,140338760,1.5911,0.1856,6.0297,#N/A N/A,0.771,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,252.4713,5362280,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,922.93,#N/A N/A,20.1251,#N/A N/A,#N/A N/A,8270634.19,1578876591,5,1.93,#N/A N/A,1.4123
1/8/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.054,#N/A N/A,126.1765,#N/A N/A,28.1068,8182.4353,124090340,1.5592,0.1856,6.0297,#N/A N/A,0.825,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,259.7733,5330584,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,909.93,#N/A N/A,20.5176,#N/A N/A,#N/A N/A,8430434.82,1670342834,4.9,1.93,#N/A N/A,1.438
1/9/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.048,#N/A N/A,125.4118,#N/A N/A,28.1068,8132.8448,152232260,1.5687,0.1856,6.0297,#N/A N/A,0.835,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,274.7092,5438090,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,927.58,#N/A N/A,20.5134,#N/A N/A,#N/A N/A,8429048.97,1658382437,4.9,1.93,#N/A N/A,1.4381
1/10/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.067,#N/A N/A,129.6471,#N/A N/A,28.1068,8407.5,142718980,1.5175,0.1856,6.0297,#N/A N/A,0.858,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,268.6242,4414312,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,927.57,#N/A N/A,20.4856,#N/A N/A,#N/A N/A,8417368.65,1508544493,4.91,1.93,#N/A N/A,1.4379
1/13/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.093,#N/A N/A,133.7647,#N/A N/A,28.1068,8674.5258,141639440,1.4708,0.1856,6.0297,#N/A N/A,0.871,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,266.4115,2551696,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,926.26,#N/A N/A,20.6089,#N/A N/A,#N/A N/A,8465984.5,1442064267,4.88,1.93,#N/A N/A,1.4498
1/14/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.13,#N/A N/A,131,#N/A N/A,28.1068,8495.237,140920220,1.5018,0.1856,6.0297,#N/A N/A,0.849,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,269.9518,13203596,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,931.66,#N/A N/A,20.3148,#N/A N/A,#N/A N/A,8343149.46,1551977285,4.95,1.93,#N/A N/A,1.4289
1/15/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.085,#N/A N/A,128.2353,#N/A N/A,28.1068,8315.9482,159080500,1.5342,0.1856,6.0297,#N/A N/A,0.907,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,265.5264,18683910,#N/A N/A,-5.123,20.5409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,918.22,#N/A N/A,20.233,#N/A N/A,#N/A N/A,8310606.68,1605390480,4.97,1.93,#N/A N/A,1.4238
